"NACCAGE","EDUC","SEX","RACE","mean.adj","sd.adj"
69,16,0,"White",30.362218002725,1.51688120961311
70,16,0,"White",30.1781141000135,1.53757347098261
71,16,0,"White",29.9626839441611,1.56280330065798
72,16,0,"White",29.7288132754072,1.59297175980061
73,16,0,"White",29.4888049637344,1.6284799095719
74,16,0,"White",29.2539496565083,1.66972881113326
75,16,0,"White",29.0343202160508,1.71708439265379
76,16,0,"White",28.8365105329476,1.77050416126744
77,16,0,"White",28.661374339356,1.82968212666604
78,16,0,"White",28.5041156312046,1.89430790691743
79,16,0,"White",28.3575444990869,1.96407112008942
80,16,0,"White",28.2153329591534,2.03866138424985
81,16,0,"White",28.0723109377392,2.11776831746653
82,16,0,"White",27.9244662713632,2.20108153780728
83,16,0,"White",27.7689040606349,2.28829066333993
84,16,0,"White",27.6033995632233,2.37916061814893
85,16,0,"White",27.4259510868258,2.47405438343034
86,16,0,"White",27.2347393430747,2.57362013721868
